cidade,mes_referencia,timestamp,ortodontia,clinico_geral,profilaxia,restauracao,avaliacoes_novas
Veranópolis,2026-03,2026-03-12T20:02:09.590789,meta_avaliacao,52,22,-30,"42,308%"
Veranópolis,2026-03,2026-03-12T20:02:09.590789,meta_profilaxia,15,9,-6,"60,000%"
Veranópolis,2026-03,2026-03-12T20:02:09.590789,meta_restauracao,22,5,-17,"22,727%"
SS do Caí,2026-03,2026-03-12T20:03:02.521601,ortodontia,"25.000,00","9.043,00","-15.957,00","36,172%"
SS do Caí,2026-03,2026-03-12T20:03:02.521601,clinico_geral,"16.000,00","5.150,00","-10.850,00","32,188%"
SS do Caí,2026-03,2026-03-12T20:03:02.521601,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-12T20:03:02.521601,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-12T20:03:02.521601,meta_profilaxia,24,5,-19,"20,833%"
SS do Caí,2026-03,2026-03-12T20:03:02.521601,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-12T20:03:56.603264,ortodontia,"29.000,00","9.369,00","-19.631,00","32,307%"
Flores,2026-03,2026-03-12T20:03:56.603264,clinico_geral,"41.000,00","11.961,50","-29.038,50","29,174%"
Flores,2026-03,2026-03-12T20:03:56.603264,avaliacoes_google,,0,,
Flores,2026-03,2026-03-12T20:03:56.603264,meta_avaliacao,134,46,-88,"34,328%"
Flores,2026-03,2026-03-12T20:03:56.603264,meta_profilaxia,59,10,-49,"16,949%"
Flores,2026-03,2026-03-12T20:03:56.603264,meta_restauracao,61,9,-52,"14,754%"
Caxias,2026-03,2026-03-12T21:50:11.592122,ortodontia,"51.000,00","9.853,45","-41.146,55","19,320%"
Caxias,2026-03,2026-03-12T21:50:11.592122,clinico_geral,"91.000,00","11.732,00","-79.268,00","12,892%"
Caxias,2026-03,2026-03-12T21:50:11.592122,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-12T21:50:11.592122,meta_avaliacao,205,65,-140,"31,707%"
Caxias,2026-03,2026-03-12T21:50:11.592122,meta_profilaxia,83,30,-53,"36,145%"
Caxias,2026-03,2026-03-12T21:50:11.592122,meta_restauracao,79,10,-69,"12,658%"
Farroupilha,2026-03,2026-03-12T21:51:06.255055,ortodontia,"34.000,00","12.441,00","-21.559,00","36,591%"
Farroupilha,2026-03,2026-03-12T21:51:06.255055,clinico_geral,"34.000,00","7.065,00","-26.935,00","20,779%"
Farroupilha,2026-03,2026-03-12T21:51:06.255055,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-12T21:51:06.255055,meta_avaliacao,65,30,-35,"46,154%"
Farroupilha,2026-03,2026-03-12T21:51:06.255055,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-12T21:51:06.255055,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-12T21:52:00.303717,ortodontia,"26.000,00","11.436,00","-14.564,00","43,985%"
Bento,2026-03,2026-03-12T21:52:00.303717,clinico_geral,"25.000,00","9.500,79","-15.499,21","38,003%"
Bento,2026-03,2026-03-12T21:52:00.303717,avaliacoes_google,,0,,
Bento,2026-03,2026-03-12T21:52:00.303717,meta_avaliacao,99,26,-73,"26,263%"
Bento,2026-03,2026-03-12T21:52:00.303717,meta_profilaxia,42,18,-24,"42,857%"
Bento,2026-03,2026-03-12T21:52:00.303717,meta_restauracao,15,8,-7,"53,333%"
Encantado,2026-03,2026-03-12T21:52:54.718116,ortodontia,"39.000,00","13.021,00","-25.979,00","33,387%"
Encantado,2026-03,2026-03-12T21:52:54.718116,clinico_geral,"31.000,00","10.313,00","-20.687,00","33,268%"
Encantado,2026-03,2026-03-12T21:52:54.718116,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-12T21:52:54.718116,meta_avaliacao,109,26,-83,"23,853%"
Encantado,2026-03,2026-03-12T21:52:54.718116,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-12T21:52:54.718116,meta_restauracao,24,5,-19,"20,833%"
Soledade,2026-03,2026-03-12T21:53:48.665358,ortodontia,"58.000,00","17.507,99","-40.492,01","30,186%"
Soledade,2026-03,2026-03-12T21:53:48.665358,clinico_geral,"40.000,00","8.404,80","-31.595,20","21,012%"
Soledade,2026-03,2026-03-12T21:53:48.665358,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-12T21:53:48.665358,meta_avaliacao,320,111,-209,"34,688%"
Soledade,2026-03,2026-03-12T21:53:48.665358,meta_profilaxia,88,24,-64,"27,273%"
Soledade,2026-03,2026-03-12T21:53:48.665358,meta_restauracao,46,9,-37,"19,565%"
Garibaldi,2026-03,2026-03-12T21:54:42.679934,ortodontia,"37.500,00","23.457,00","-14.043,00","62,552%"
Garibaldi,2026-03,2026-03-12T21:54:42.679934,clinico_geral,"28.000,00","9.313,30","-18.686,70","33,262%"
Garibaldi,2026-03,2026-03-12T21:54:42.679934,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-12T21:54:42.679934,meta_avaliacao,76,36,-40,"47,368%"
Garibaldi,2026-03,2026-03-12T21:54:42.679934,meta_profilaxia,40,15,-25,"37,500%"
Garibaldi,2026-03,2026-03-12T21:54:42.679934,meta_restauracao,34,6,-28,"17,647%"
Veranópolis,2026-03,2026-03-12T21:55:36.828295,ortodontia,"29.000,00","9.224,55","-19.775,45","31,809%"
Veranópolis,2026-03,2026-03-12T21:55:36.828295,clinico_geral,"17.700,00","7.618,00","-10.082,00","43,040%"
Veranópolis,2026-03,2026-03-12T21:55:36.828295,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-12T21:55:36.828295,meta_avaliacao,52,22,-30,"42,308%"
Veranópolis,2026-03,2026-03-12T21:55:36.828295,meta_profilaxia,15,9,-6,"60,000%"
Veranópolis,2026-03,2026-03-12T21:55:36.828295,meta_restauracao,22,5,-17,"22,727%"
SS do Caí,2026-03,2026-03-12T21:56:31.741611,ortodontia,"25.000,00","9.487,00","-15.513,00","37,948%"
SS do Caí,2026-03,2026-03-12T21:56:31.741611,clinico_geral,"16.000,00","5.150,00","-10.850,00","32,188%"
SS do Caí,2026-03,2026-03-12T21:56:31.741611,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-12T21:56:31.741611,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-12T21:56:31.741611,meta_profilaxia,24,5,-19,"20,833%"
SS do Caí,2026-03,2026-03-12T21:56:31.741611,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-12T21:57:26.540993,ortodontia,"29.000,00","9.369,00","-19.631,00","32,307%"
Flores,2026-03,2026-03-12T21:57:26.540993,clinico_geral,"41.000,00","19.681,50","-21.318,50","48,004%"
Flores,2026-03,2026-03-12T21:57:26.540993,avaliacoes_google,,0,,
Flores,2026-03,2026-03-12T21:57:26.540993,meta_avaliacao,134,47,-87,"35,075%"
Flores,2026-03,2026-03-12T21:57:26.540993,meta_profilaxia,59,12,-47,"20,339%"
Flores,2026-03,2026-03-12T21:57:26.540993,meta_restauracao,61,9,-52,"14,754%"
Caxias,2026-03,2026-03-12T22:59:20.317586,ortodontia,"51.000,00","9.948,45","-41.051,55","19,507%"
Caxias,2026-03,2026-03-12T22:59:20.317586,clinico_geral,"91.000,00","11.732,00","-79.268,00","12,892%"
Caxias,2026-03,2026-03-12T22:59:20.317586,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-12T22:59:20.317586,meta_avaliacao,205,65,-140,"31,707%"
Caxias,2026-03,2026-03-12T22:59:20.317586,meta_profilaxia,83,30,-53,"36,145%"
Caxias,2026-03,2026-03-12T22:59:20.317586,meta_restauracao,79,10,-69,"12,658%"
Farroupilha,2026-03,2026-03-12T23:00:13.899230,ortodontia,"34.000,00","12.441,00","-21.559,00","36,591%"
Farroupilha,2026-03,2026-03-12T23:00:13.899230,clinico_geral,"34.000,00","7.065,00","-26.935,00","20,779%"
Farroupilha,2026-03,2026-03-12T23:00:13.899230,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-12T23:00:13.899230,meta_avaliacao,65,30,-35,"46,154%"
Farroupilha,2026-03,2026-03-12T23:00:13.899230,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-12T23:00:13.899230,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-12T23:01:07.029822,ortodontia,"26.000,00","11.819,00","-14.181,00","45,458%"
Bento,2026-03,2026-03-12T23:01:07.029822,clinico_geral,"25.000,00","9.887,79","-15.112,21","39,551%"
Bento,2026-03,2026-03-12T23:01:07.029822,avaliacoes_google,,0,,
Bento,2026-03,2026-03-12T23:01:07.029822,meta_avaliacao,99,27,-72,"27,273%"
Bento,2026-03,2026-03-12T23:01:07.029822,meta_profilaxia,42,18,-24,"42,857%"
Bento,2026-03,2026-03-12T23:01:07.029822,meta_restauracao,15,9,-6,"60,000%"
Encantado,2026-03,2026-03-12T23:01:59.544675,ortodontia,"39.000,00","14.165,00","-24.835,00","36,321%"
Encantado,2026-03,2026-03-12T23:01:59.544675,clinico_geral,"31.000,00","10.313,00","-20.687,00","33,268%"
Encantado,2026-03,2026-03-12T23:01:59.544675,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-12T23:01:59.544675,meta_avaliacao,109,26,-83,"23,853%"
Encantado,2026-03,2026-03-12T23:01:59.544675,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-12T23:01:59.544675,meta_restauracao,24,5,-19,"20,833%"
Soledade,2026-03,2026-03-12T23:02:52.558307,ortodontia,"58.000,00","17.507,99","-40.492,01","30,186%"
Soledade,2026-03,2026-03-12T23:02:52.558307,clinico_geral,"40.000,00","8.404,80","-31.595,20","21,012%"
Soledade,2026-03,2026-03-12T23:02:52.558307,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-12T23:02:52.558307,meta_avaliacao,320,111,-209,"34,688%"
Soledade,2026-03,2026-03-12T23:02:52.558307,meta_profilaxia,88,24,-64,"27,273%"
Soledade,2026-03,2026-03-12T23:02:52.558307,meta_restauracao,46,9,-37,"19,565%"
Garibaldi,2026-03,2026-03-12T23:03:45.389738,ortodontia,"37.500,00","23.457,00","-14.043,00","62,552%"
Garibaldi,2026-03,2026-03-12T23:03:45.389738,clinico_geral,"28.000,00","9.313,30","-18.686,70","33,262%"
Garibaldi,2026-03,2026-03-12T23:03:45.389738,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-12T23:03:45.389738,meta_avaliacao,76,36,-40,"47,368%"
Garibaldi,2026-03,2026-03-12T23:03:45.389738,meta_profilaxia,40,15,-25,"37,500%"
Garibaldi,2026-03,2026-03-12T23:03:45.389738,meta_restauracao,34,6,-28,"17,647%"
Veranópolis,2026-03,2026-03-12T23:04:38.191728,ortodontia,"29.000,00","9.224,55","-19.775,45","31,809%"
Veranópolis,2026-03,2026-03-12T23:04:38.191728,clinico_geral,"17.700,00","7.618,00","-10.082,00","43,040%"
Veranópolis,2026-03,2026-03-12T23:04:38.191728,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-12T23:04:38.191728,meta_avaliacao,52,22,-30,"42,308%"
Veranópolis,2026-03,2026-03-12T23:04:38.191728,meta_profilaxia,15,9,-6,"60,000%"
Veranópolis,2026-03,2026-03-12T23:04:38.191728,meta_restauracao,22,5,-17,"22,727%"
SS do Caí,2026-03,2026-03-12T23:05:30.968425,ortodontia,"25.000,00","10.266,00","-14.734,00","41,064%"
SS do Caí,2026-03,2026-03-12T23:05:30.968425,clinico_geral,"16.000,00","5.150,00","-10.850,00","32,188%"
SS do Caí,2026-03,2026-03-12T23:05:30.968425,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-12T23:05:30.968425,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-12T23:05:30.968425,meta_profilaxia,24,5,-19,"20,833%"
SS do Caí,2026-03,2026-03-12T23:05:30.968425,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-12T23:06:24.634481,ortodontia,"29.000,00","9.369,00","-19.631,00","32,307%"
Flores,2026-03,2026-03-12T23:06:24.634481,clinico_geral,"41.000,00","20.239,50","-20.760,50","49,365%"
Flores,2026-03,2026-03-12T23:06:24.634481,avaliacoes_google,,0,,
Flores,2026-03,2026-03-12T23:06:24.634481,meta_avaliacao,134,47,-87,"35,075%"
Flores,2026-03,2026-03-12T23:06:24.634481,meta_profilaxia,59,12,-47,"20,339%"
Flores,2026-03,2026-03-12T23:06:24.634481,meta_restauracao,61,9,-52,"14,754%"
Caxias,2026-03,2026-03-12T23:55:46.426565,ortodontia,"51.000,00","10.223,45","-40.776,55","20,046%"
Caxias,2026-03,2026-03-12T23:55:46.426565,clinico_geral,"91.000,00","11.732,00","-79.268,00","12,892%"
Caxias,2026-03,2026-03-12T23:55:46.426565,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-12T23:55:46.426565,meta_avaliacao,205,65,-140,"31,707%"
Caxias,2026-03,2026-03-12T23:55:46.426565,meta_profilaxia,83,30,-53,"36,145%"
Caxias,2026-03,2026-03-12T23:55:46.426565,meta_restauracao,79,10,-69,"12,658%"
Farroupilha,2026-03,2026-03-12T23:56:40.643323,ortodontia,"34.000,00","12.441,00","-21.559,00","36,591%"
Farroupilha,2026-03,2026-03-12T23:56:40.643323,clinico_geral,"34.000,00","7.065,00","-26.935,00","20,779%"
Farroupilha,2026-03,2026-03-12T23:56:40.643323,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-12T23:56:40.643323,meta_avaliacao,65,30,-35,"46,154%"
Farroupilha,2026-03,2026-03-12T23:56:40.643323,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-12T23:56:40.643323,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-12T23:57:34.388458,ortodontia,"26.000,00","11.819,00","-14.181,00","45,458%"
Bento,2026-03,2026-03-12T23:57:34.388458,clinico_geral,"25.000,00","9.887,79","-15.112,21","39,551%"
Bento,2026-03,2026-03-12T23:57:34.388458,avaliacoes_google,,0,,
Bento,2026-03,2026-03-12T23:57:34.388458,meta_avaliacao,99,27,-72,"27,273%"
Bento,2026-03,2026-03-12T23:57:34.388458,meta_profilaxia,42,18,-24,"42,857%"
Bento,2026-03,2026-03-12T23:57:34.388458,meta_restauracao,15,9,-6,"60,000%"
Encantado,2026-03,2026-03-12T23:58:28.769496,ortodontia,"39.000,00","14.165,00","-24.835,00","36,321%"
Encantado,2026-03,2026-03-12T23:58:28.769496,clinico_geral,"31.000,00","10.313,00","-20.687,00","33,268%"
Encantado,2026-03,2026-03-12T23:58:28.769496,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-12T23:58:28.769496,meta_avaliacao,109,26,-83,"23,853%"
Encantado,2026-03,2026-03-12T23:58:28.769496,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-12T23:58:28.769496,meta_restauracao,24,5,-19,"20,833%"
Soledade,2026-03,2026-03-12T23:59:22.633795,ortodontia,"58.000,00","17.507,99","-40.492,01","30,186%"
Soledade,2026-03,2026-03-12T23:59:22.633795,clinico_geral,"40.000,00","8.404,80","-31.595,20","21,012%"
Soledade,2026-03,2026-03-12T23:59:22.633795,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-12T23:59:22.633795,meta_avaliacao,320,111,-209,"34,688%"
Soledade,2026-03,2026-03-12T23:59:22.633795,meta_profilaxia,88,24,-64,"27,273%"
Soledade,2026-03,2026-03-12T23:59:22.633795,meta_restauracao,46,9,-37,"19,565%"
Garibaldi,2026-03,2026-03-13T00:00:16.515644,ortodontia,"37.500,00","23.457,00","-14.043,00","62,552%"
Garibaldi,2026-03,2026-03-13T00:00:16.515644,clinico_geral,"28.000,00","9.313,30","-18.686,70","33,262%"
Garibaldi,2026-03,2026-03-13T00:00:16.515644,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-13T00:00:16.515644,meta_avaliacao,76,36,-40,"47,368%"
Garibaldi,2026-03,2026-03-13T00:00:16.515644,meta_profilaxia,40,15,-25,"37,500%"
Garibaldi,2026-03,2026-03-13T00:00:16.515644,meta_restauracao,34,6,-28,"17,647%"
Veranópolis,2026-03,2026-03-13T00:01:10.450475,ortodontia,"29.000,00","10.244,55","-18.755,45","35,326%"
Veranópolis,2026-03,2026-03-13T00:01:10.450475,clinico_geral,"17.700,00","8.185,00","-9.515,00","46,243%"
Veranópolis,2026-03,2026-03-13T00:01:10.450475,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-13T00:01:10.450475,meta_avaliacao,52,22,-30,"42,308%"
Veranópolis,2026-03,2026-03-13T00:01:10.450475,meta_profilaxia,15,9,-6,"60,000%"
Veranópolis,2026-03,2026-03-13T00:01:10.450475,meta_restauracao,22,5,-17,"22,727%"
SS do Caí,2026-03,2026-03-13T00:02:05.128900,ortodontia,"25.000,00","10.266,00","-14.734,00","41,064%"
SS do Caí,2026-03,2026-03-13T00:02:05.128900,clinico_geral,"16.000,00","5.150,00","-10.850,00","32,188%"
SS do Caí,2026-03,2026-03-13T00:02:05.128900,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-13T00:02:05.128900,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-13T00:02:05.128900,meta_profilaxia,24,5,-19,"20,833%"
SS do Caí,2026-03,2026-03-13T00:02:05.128900,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-13T00:02:59.629468,ortodontia,"29.000,00","9.369,00","-19.631,00","32,307%"
Flores,2026-03,2026-03-13T00:02:59.629468,clinico_geral,"41.000,00","20.434,50","-20.565,50","49,840%"
Flores,2026-03,2026-03-13T00:02:59.629468,avaliacoes_google,,0,,
Flores,2026-03,2026-03-13T00:02:59.629468,meta_avaliacao,134,47,-87,"35,075%"
Flores,2026-03,2026-03-13T00:02:59.629468,meta_profilaxia,59,12,-47,"20,339%"
Flores,2026-03,2026-03-13T00:02:59.629468,meta_restauracao,61,9,-52,"14,754%"
Caxias,2026-03,2026-03-13T05:07:10.649067,ortodontia,"51.000,00","10.223,45","-40.776,55","20,046%"
Caxias,2026-03,2026-03-13T05:07:10.649067,clinico_geral,"91.000,00","11.732,00","-79.268,00","12,892%"
Caxias,2026-03,2026-03-13T05:07:10.649067,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-13T05:07:10.649067,meta_avaliacao,205,65,-140,"31,707%"
Caxias,2026-03,2026-03-13T05:07:10.649067,meta_profilaxia,83,30,-53,"36,145%"
Caxias,2026-03,2026-03-13T05:07:10.649067,meta_restauracao,79,10,-69,"12,658%"
Farroupilha,2026-03,2026-03-13T05:08:02.566166,ortodontia,"34.000,00","12.441,00","-21.559,00","36,591%"
Farroupilha,2026-03,2026-03-13T05:08:02.566166,clinico_geral,"34.000,00","7.065,00","-26.935,00","20,779%"
Farroupilha,2026-03,2026-03-13T05:08:02.566166,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-13T05:08:02.566166,meta_avaliacao,65,30,-35,"46,154%"
Farroupilha,2026-03,2026-03-13T05:08:02.566166,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-13T05:08:02.566166,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-13T05:08:55.684095,ortodontia,"26.000,00","11.819,00","-14.181,00","45,458%"
Bento,2026-03,2026-03-13T05:08:55.684095,clinico_geral,"25.000,00","9.887,79","-15.112,21","39,551%"
Bento,2026-03,2026-03-13T05:08:55.684095,avaliacoes_google,,0,,
Bento,2026-03,2026-03-13T05:08:55.684095,meta_avaliacao,99,27,-72,"27,273%"
Bento,2026-03,2026-03-13T05:08:55.684095,meta_profilaxia,42,18,-24,"42,857%"
Bento,2026-03,2026-03-13T05:08:55.684095,meta_restauracao,15,9,-6,"60,000%"
Encantado,2026-03,2026-03-13T05:09:48.775859,ortodontia,"39.000,00","14.165,00","-24.835,00","36,321%"
Encantado,2026-03,2026-03-13T05:09:48.775859,clinico_geral,"31.000,00","10.313,00","-20.687,00","33,268%"
Encantado,2026-03,2026-03-13T05:09:48.775859,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-13T05:09:48.775859,meta_avaliacao,109,26,-83,"23,853%"
Encantado,2026-03,2026-03-13T05:09:48.775859,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-13T05:09:48.775859,meta_restauracao,24,5,-19,"20,833%"
Soledade,2026-03,2026-03-13T05:10:40.840903,ortodontia,"58.000,00","17.507,99","-40.492,01","30,186%"
Soledade,2026-03,2026-03-13T05:10:40.840903,clinico_geral,"40.000,00","8.404,80","-31.595,20","21,012%"
Soledade,2026-03,2026-03-13T05:10:40.840903,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-13T05:10:40.840903,meta_avaliacao,320,111,-209,"34,688%"
Soledade,2026-03,2026-03-13T05:10:40.840903,meta_profilaxia,88,24,-64,"27,273%"
Soledade,2026-03,2026-03-13T05:10:40.840903,meta_restauracao,46,9,-37,"19,565%"
Garibaldi,2026-03,2026-03-13T05:11:32.954918,ortodontia,"37.500,00","23.457,00","-14.043,00","62,552%"
Garibaldi,2026-03,2026-03-13T05:11:32.954918,clinico_geral,"28.000,00","9.313,30","-18.686,70","33,262%"
Garibaldi,2026-03,2026-03-13T05:11:32.954918,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-13T05:11:32.954918,meta_avaliacao,76,36,-40,"47,368%"
Garibaldi,2026-03,2026-03-13T05:11:32.954918,meta_profilaxia,40,15,-25,"37,500%"
Garibaldi,2026-03,2026-03-13T05:11:32.954918,meta_restauracao,34,6,-28,"17,647%"
Veranópolis,2026-03,2026-03-13T05:12:25.236266,ortodontia,"29.000,00","10.778,55","-18.221,45","37,167%"
Veranópolis,2026-03,2026-03-13T05:12:25.236266,clinico_geral,"17.700,00","9.760,00","-7.940,00","55,141%"
Veranópolis,2026-03,2026-03-13T05:12:25.236266,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-13T05:12:25.236266,meta_avaliacao,52,22,-30,"42,308%"
Veranópolis,2026-03,2026-03-13T05:12:25.236266,meta_profilaxia,15,9,-6,"60,000%"
Veranópolis,2026-03,2026-03-13T05:12:25.236266,meta_restauracao,22,5,-17,"22,727%"
SS do Caí,2026-03,2026-03-13T05:13:17.584092,ortodontia,"25.000,00","10.266,00","-14.734,00","41,064%"
SS do Caí,2026-03,2026-03-13T05:13:17.584092,clinico_geral,"16.000,00","5.150,00","-10.850,00","32,188%"
SS do Caí,2026-03,2026-03-13T05:13:17.584092,avaliacoes_google,,0,,
SS do Caí,2026-03,2026-03-13T05:13:17.584092,meta_avaliacao,68,18,-50,"26,471%"
SS do Caí,2026-03,2026-03-13T05:13:17.584092,meta_profilaxia,24,5,-19,"20,833%"
SS do Caí,2026-03,2026-03-13T05:13:17.584092,meta_restauracao,15,1,-14,"6,667%"
Flores,2026-03,2026-03-13T05:14:10.315624,ortodontia,"29.000,00","9.369,00","-19.631,00","32,307%"
Flores,2026-03,2026-03-13T05:14:10.315624,clinico_geral,"41.000,00","20.434,50","-20.565,50","49,840%"
Flores,2026-03,2026-03-13T05:14:10.315624,avaliacoes_google,,0,,
Flores,2026-03,2026-03-13T05:14:10.315624,meta_avaliacao,134,47,-87,"35,075%"
Flores,2026-03,2026-03-13T05:14:10.315624,meta_profilaxia,59,12,-47,"20,339%"
Flores,2026-03,2026-03-13T05:14:10.315624,meta_restauracao,61,9,-52,"14,754%"
Caxias,2026-03,2026-03-13T08:00:30.363725,ortodontia,"51.000,00","10.223,45","-40.776,55","20,046%"
Caxias,2026-03,2026-03-13T08:00:30.363725,clinico_geral,"91.000,00","11.732,00","-79.268,00","12,892%"
Caxias,2026-03,2026-03-13T08:00:30.363725,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-13T08:00:30.363725,meta_avaliacao,205,65,-140,"31,707%"
Caxias,2026-03,2026-03-13T08:00:30.363725,meta_profilaxia,83,30,-53,"36,145%"
Caxias,2026-03,2026-03-13T08:00:30.363725,meta_restauracao,79,10,-69,"12,658%"
Farroupilha,2026-03,2026-03-13T08:01:23.345262,ortodontia,"34.000,00","12.441,00","-21.559,00","36,591%"
Farroupilha,2026-03,2026-03-13T08:01:23.345262,clinico_geral,"34.000,00","7.065,00","-26.935,00","20,779%"
Farroupilha,2026-03,2026-03-13T08:01:23.345262,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-13T08:01:23.345262,meta_avaliacao,65,30,-35,"46,154%"
Farroupilha,2026-03,2026-03-13T08:01:23.345262,meta_profilaxia,37,10,-27,"27,027%"
Farroupilha,2026-03,2026-03-13T08:01:23.345262,meta_restauracao,18,7,-11,"38,889%"
Bento,2026-03,2026-03-13T08:02:16.260434,ortodontia,"26.000,00","11.819,00","-14.181,00","45,458%"
Bento,2026-03,2026-03-13T08:02:16.260434,clinico_geral,"25.000,00","9.887,79","-15.112,21","39,551%"
Bento,2026-03,2026-03-13T08:02:16.260434,avaliacoes_google,,0,,
Bento,2026-03,2026-03-13T08:02:16.260434,meta_avaliacao,99,27,-72,"27,273%"
Bento,2026-03,2026-03-13T08:02:16.260434,meta_profilaxia,42,18,-24,"42,857%"
Bento,2026-03,2026-03-13T08:02:16.260434,meta_restauracao,15,9,-6,"60,000%"
Encantado,2026-03,2026-03-13T08:03:09.174542,ortodontia,"39.000,00","14.165,00","-24.835,00","36,321%"
Encantado,2026-03,2026-03-13T08:03:09.174542,clinico_geral,"31.000,00","10.313,00","-20.687,00","33,268%"
Encantado,2026-03,2026-03-13T08:03:09.174542,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-13T08:03:09.174542,meta_avaliacao,109,26,-83,"23,853%"
Encantado,2026-03,2026-03-13T08:03:09.174542,meta_profilaxia,19,4,-15,"21,053%"
Encantado,2026-03,2026-03-13T08:03:09.174542,meta_restauracao,24,5,-19,"20,833%"
Soledade,2026-03,2026-03-13T08:04:02.253648,ortodontia,"58.000,00","17.507,99","-40.492,01","30,186%"
Soledade,2026-03,2026-03-13T08:04:02.253648,clinico_geral,"40.000,00","8.404,80","-31.595,20","21,012%"
Soledade,2026-03,2026-03-13T08:04:02.253648,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-13T08:04:02.253648,meta_avaliacao,320,111,-209,"34,688%"
Soledade,2026-03,2026-03-13T08:04:02.253648,meta_profilaxia,88,24,-64,"27,273%"
Soledade,2026-03,2026-03-13T08:04:02.253648,meta_restauracao,46,9,-37,"19,565%"
Garibaldi,2026-03,2026-03-13T08:04:55.053563,ortodontia,"37.500,00","23.457,00","-14.043,00","62,552%"
Garibaldi,2026-03,2026-03-13T08:04:55.053563,clinico_geral,"28.000,00","9.313,30","-18.686,70","33,262%"
Garibaldi,2026-03,2026-03-13T08:04:55.053563,avaliacoes_google,,0,,
Garibaldi,2026-03,2026-03-13T08:04:55.053563,meta_avaliacao,76,36,-40,"47,368%"
Garibaldi,2026-03,2026-03-13T08:04:55.053563,meta_profilaxia,40,15,-25,"37,500%"
Garibaldi,2026-03,2026-03-13T08:04:55.053563,meta_restauracao,34,6,-28,"17,647%"
Veranópolis,2026-03,2026-03-13T08:05:47.688214,ortodontia,"29.000,00","10.778,55","-18.221,45","37,167%"
Veranópolis,2026-03,2026-03-13T08:05:47.688214,clinico_geral,"17.700,00","9.760,00","-7.940,00","55,141%"
Veranópolis,2026-03,2026-03-13T08:05:47.688214,avaliacoes_google,,0,,
Veranópolis,2026-03,2026-03-13T08:05:47.688214,meta_avaliacao,52,22,-30,"42,308%"
Veranópolis,2026-03,2026-03-13T08:05:47.688214,meta_profilaxia,15,9,-6,"60,000%"
